COUNTRY,DATATYPE,PRODUCT,FLOW,TIME,VALUE
GREECE,BALANCE,NATGASCM,TOTEXTSB,2022,10646.61
GREECE,BALANCE,NATGASCM,TOTEXTSB,4Q2023,2830.521
GREECE,BALANCE,NATGASCM,TOTEXTSB,DEC2022,1019.173
GREECE,BALANCE,NATGASCM,TOTEXTSB,DEC2023,875.503
GREECE,BALANCE,NATGASCM,TOTEXTSB,YTD2022,10646.61
GREECE,BALANCE,NATGASCM,TOTEXTSB,YTD2023,11058.012
HUNGARY,BALANCE,NATGASCM,GDINCTRO,2021,11233.062
HUNGARY,BALANCE,NATGASCM,GDINCTRO,2022,9537.859
HUNGARY,BALANCE,NATGASCM,GDINCTRO,4Q2023,2683.932
HUNGARY,BALANCE,NATGASCM,GDINCTRO,DEC2022,1182.236
HUNGARY,BALANCE,NATGASCM,GDINCTRO,DEC2023,1176.279
HUNGARY,BALANCE,NATGASCM,GDINCTRO,YTD2022,9537.859
HUNGARY,BALANCE,NATGASCM,GDINCTRO,YTD2023,8496.686
HUNGARY,BALANCE,NATGASCM,INDPROD,2021,1506.265
HUNGARY,BALANCE,NATGASCM,INDPROD,2022,1523.287
HUNGARY,BALANCE,NATGASCM,INDPROD,4Q2023,446.86
HUNGARY,BALANCE,NATGASCM,INDPROD,DEC2022,141.536
HUNGARY,BALANCE,NATGASCM,INDPROD,DEC2023,157.979
HUNGARY,BALANCE,NATGASCM,INDPROD,YTD2022,1523.287
HUNGARY,BALANCE,NATGASCM,INDPROD,YTD2023,1630.914
HUNGARY,BALANCE,NATGASCM,STCHANAT,2021,-2248.8
HUNGARY,BALANCE,NATGASCM,STCHANAT,2022,1287.5
HUNGARY,BALANCE,NATGASCM,STCHANAT,4Q2023,-509.8
HUNGARY,BALANCE,NATGASCM,STCHANAT,DEC2022,-751.4
HUNGARY,BALANCE,NATGASCM,STCHANAT,DEC2023,-518.3
HUNGARY,BALANCE,NATGASCM,STCHANAT,YTD2022,1287.5
HUNGARY,BALANCE,NATGASCM,STCHANAT,YTD2023,1335.3
HUNGARY,BALANCE,NATGASCM,TOTENTSB,2021,8447.9
HUNGARY,BALANCE,NATGASCM,TOTENTSB,2022,10892.1
HUNGARY,BALANCE,NATGASCM,TOTENTSB,4Q2023,2362.1
HUNGARY,BALANCE,NATGASCM,TOTENTSB,DEC2022,600.9
HUNGARY,BALANCE,NATGASCM,TOTENTSB,DEC2023,671.9
HUNGARY,BALANCE,NATGASCM,TOTENTSB,YTD2022,10892.1
HUNGARY,BALANCE,NATGASCM,TOTENTSB,YTD2023,10322.1
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,2021,969.903
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,2022,1578.4
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,4Q2023,634.828
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,DEC2022,311.6
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,DEC2023,171.9
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,YTD2022,1578.4
HUNGARY,BALANCE,NATGASCM,TOTEXTSB,YTD2023,2111.128
IRELAND,BALANCE,NATGASCM,GDINCTRO,2021,5214.865
IRELAND,BALANCE,NATGASCM,GDINCTRO,2022,5287.649
IRELAND,BALANCE,NATGASCM,GDINCTRO,4Q2023,1233.907
IRELAND,BALANCE,NATGASCM,GDINCTRO,DEC2022,519.09
IRELAND,BALANCE,NATGASCM,GDINCTRO,DEC2023,405.423
IRELAND,BALANCE,NATGASCM,GDINCTRO,YTD2022,5287.649
IRELAND,BALANCE,NATGASCM,GDINCTRO,YTD2023,4868.609
IRELAND,BALANCE,NATGASCM,INDPROD,2021,1550.865
IRELAND,BALANCE,NATGASCM,INDPROD,2022,1435.649
IRELAND,BALANCE,NATGASCM,INDPROD,4Q2023,298.897
IRELAND,BALANCE,NATGASCM,INDPROD,DEC2022,114.09
IRELAND,BALANCE,NATGASCM,INDPROD,DEC2023,99.413
IRELAND,BALANCE,NATGASCM,INDPROD,YTD2022,1435.649
IRELAND,BALANCE,NATGASCM,INDPROD,YTD2023,1152.599
IRELAND,BALANCE,NATGASCM,TOTENTSB,2021,3664.0
IRELAND,BALANCE,NATGASCM,TOTENTSB,2022,3852.0
IRELAND,BALANCE,NATGASCM,TOTENTSB,4Q2023,937.0
IRELAND,BALANCE,NATGASCM,TOTENTSB,DEC2022,405.0
IRELAND,BALANCE,NATGASCM,TOTENTSB,DEC2023,308.0
IRELAND,BALANCE,NATGASCM,TOTENTSB,YTD2022,3852.0
IRELAND,BALANCE,NATGASCM,TOTENTSB,YTD2023,3718.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,2021,10620.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,2022,10284.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,4Q2023,2571.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,DEC2022,857.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,DEC2023,857.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,YTD2022,10284.0
ISRAEL,BALANCE,NATGASCM,GDINCTRO,YTD2023,10284.0
ISRAEL,BALANCE,NATGASCM,INDPROD,2021,19320.0
ISRAEL,BALANCE,NATGASCM,INDPROD,2022,21516.0
ISRAEL,BALANCE,NATGASCM,INDPROD,4Q2023,5379.0
ISRAEL,BALANCE,NATGASCM,INDPROD,DEC2022,1793.0
ISRAEL,BALANCE,NATGASCM,INDPROD,DEC2023,1793.0
ISRAEL,BALANCE,NATGASCM,INDPROD,YTD2022,21516.0
ISRAEL,BALANCE,NATGASCM,INDPROD,YTD2023,21516.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,2021,204.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,2022,60.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,4Q2023,15.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,DEC2022,5.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,DEC2023,5.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,YTD2022,60.0
ISRAEL,BALANCE,NATGASCM,TOTENTSB,YTD2023,60.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,2021,7152.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,2022,9624.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,4Q2023,2406.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,DEC2022,802.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,DEC2023,802.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,YTD2022,9624.0
ISRAEL,BALANCE,NATGASCM,TOTEXTSB,YTD2023,9624.0
ITALY,BALANCE,NATGASCM,GDINCTRO,2021,76107.5
ITALY,BALANCE,NATGASCM,GDINCTRO,2022,69511.0
ITALY,BALANCE,NATGASCM,GDINCTRO,4Q2023,17314.0
ITALY,BALANCE,NATGASCM,GDINCTRO,DEC2022,8337.0
ITALY,BALANCE,NATGASCM,GDINCTRO,DEC2023,7235.0
ITALY,BALANCE,NATGASCM,GDINCTRO,YTD2022,69511.0
ITALY,BALANCE,NATGASCM,GDINCTRO,YTD2023,61714.0
ITALY,BALANCE,NATGASCM,INDPROD,2021,3334.5
ITALY,BALANCE,NATGASCM,INDPROD,2022,3328.0
ITALY,BALANCE,NATGASCM,INDPROD,4Q2023,733.0
ITALY,BALANCE,NATGASCM,INDPROD,DEC2022,280.0
ITALY,BALANCE,NATGASCM,INDPROD,DEC2023,240.0
ITALY,BALANCE,NATGASCM,INDPROD,YTD2022,3328.0
ITALY,BALANCE,NATGASCM,INDPROD,YTD2023,2987.0
ITALY,BALANCE,NATGASCM,STCHANAT,2021,-1590.0
ITALY,BALANCE,NATGASCM,STCHANAT,2022,1628.0
ITALY,BALANCE,NATGASCM,STCHANAT,4Q2023,-2556.0
ITALY,BALANCE,NATGASCM,STCHANAT,DEC2022,-2635.0
ITALY,BALANCE,NATGASCM,STCHANAT,DEC2023,-2276.0
ITALY,BALANCE,NATGASCM,STCHANAT,YTD2022,1628.0
ITALY,BALANCE,NATGASCM,STCHANAT,YTD2023,385.0
ITALY,BALANCE,NATGASCM,TOTENTSB,2021,72728.0
ITALY,BALANCE,NATGASCM,TOTENTSB,2022,72403.0
ITALY,BALANCE,NATGASCM,TOTENTSB,4Q2023,14515.0
ITALY,BALANCE,NATGASCM,TOTENTSB,DEC2022,5957.0
ITALY,BALANCE,NATGASCM,TOTENTSB,DEC2023,4836.0
ITALY,BALANCE,NATGASCM,TOTENTSB,YTD2022,72403.0
ITALY,BALANCE,NATGASCM,TOTENTSB,YTD2023,61603.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,2021,1545.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,2022,4592.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,4Q2023,490.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,DEC2022,535.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,DEC2023,117.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,YTD2022,4592.0
ITALY,BALANCE,NATGASCM,TOTEXTSB,YTD2023,2491.0
JAPAN,BALANCE,NATGASCM,GDINCTRO,2021,97542.785
JAPAN,BALANCE,NATGASCM,GDINCTRO,2022,95928.62
JAPAN,BALANCE,NATGASCM,GDINCTRO,4Q2023,21773.179
JAPAN,BALANCE,NATGASCM,GDINCTRO,DEC2022,9154.351
JAPAN,BALANCE,NATGASCM,GDINCTRO,DEC2023,8518.597
JAPAN,BALANCE,NATGASCM,GDINCTRO,YTD2022,95928.62
JAPAN,BALANCE,NATGASCM,GDINCTRO,YTD2023,87737.037
JAPAN,BALANCE,NATGASCM,INDPROD,2021,3933.401
JAPAN,BALANCE,NATGASCM,INDPROD,2022,4224.863
JAPAN,BALANCE,NATGASCM,INDPROD,4Q2023,1011.691
JAPAN,BALANCE,NATGASCM,INDPROD,DEC2022,404.5
JAPAN,BALANCE,NATGASCM,INDPROD,DEC2023,381.288
JAPAN,BALANCE,NATGASCM,INDPROD,YTD2022,4224.863
JAPAN,BALANCE,NATGASCM,INDPROD,YTD2023,4012.236
JAPAN,BALANCE,NATGASCM,STCHANAT,2021,2230.727
JAPAN,BALANCE,NATGASCM,STCHANAT,2022,604.84
JAPAN,BALANCE,NATGASCM,STCHANAT,4Q2023,1959.017
JAPAN,BALANCE,NATGASCM,STCHANAT,DEC2022,-717.926
JAPAN,BALANCE,NATGASCM,STCHANAT,DEC2023,496.924
JAPAN,BALANCE,NATGASCM,STCHANAT,YTD2022,604.84
JAPAN,BALANCE,NATGASCM,STCHANAT,YTD2023,407.831
JAPAN,BALANCE,NATGASCM,TOTENTSB,2021,98780.419
JAPAN,BALANCE,NATGASCM,TOTENTSB,2022,95698.533
JAPAN,BALANCE,NATGASCM,TOTENTSB,4Q2023,22914.783
JAPAN,BALANCE,NATGASCM,TOTENTSB,DEC2022,8057.25
JAPAN,BALANCE,NATGASCM,TOTENTSB,DEC2023,8634.233
JAPAN,BALANCE,NATGASCM,TOTENTSB,YTD2022,95698.533
JAPAN,BALANCE,NATGASCM,TOTENTSB,YTD2023,87926.922
KOREA,BALANCE,NATGASCM,GDINCTRO,2021,57013.0
KOREA,BALANCE,NATGASCM,GDINCTRO,2022,56476.0
KOREA,BALANCE,NATGASCM,GDINCTRO,4Q2023,15993.0
KOREA,BALANCE,NATGASCM,GDINCTRO,DEC2022,7059.0
KOREA,BALANCE,NATGASCM,GDINCTRO,DEC2023,6747.0
KOREA,BALANCE,NATGASCM,GDINCTRO,YTD2022,56476.0
KOREA,BALANCE,NATGASCM,GDINCTRO,YTD2023,58307.0
KOREA,BALANCE,NATGASCM,INDPROD,2021,56.0
KOREA,BALANCE,NATGASCM,STCHANAT,2021,412.0
KOREA,BALANCE,NATGASCM,STCHANAT,2022,1521.0
KOREA,BALANCE,NATGASCM,STCHANAT,4Q2023,184.0
KOREA,BALANCE,NATGASCM,STCHANAT,DEC2022,-1567.0
KOREA,BALANCE,NATGASCM,STCHANAT,DEC2023,132.0
KOREA,BALANCE,NATGASCM,STCHANAT,YTD2022,1521.0
KOREA,BALANCE,NATGASCM,STCHANAT,YTD2023,1148.0
KOREA,BALANCE,NATGASCM,TOTENTSB,2021,60951.0
KOREA,BALANCE,NATGASCM,TOTENTSB,2022,60951.0
KOREA,BALANCE,NATGASCM,TOTENTSB,4Q2023,16035.0
KOREA,BALANCE,NATGASCM,TOTENTSB,DEC2022,5890.0
KOREA,BALANCE,NATGASCM,TOTENTSB,DEC2023,6614.0
KOREA,BALANCE,NATGASCM,TOTENTSB,YTD2022,60951.0
KOREA,BALANCE,NATGASCM,TOTENTSB,YTD2023,60721.0
LATVIA,BALANCE,NATGASCM,GDINCTRO,2021,1187.344
LATVIA,BALANCE,NATGASCM,GDINCTRO,2022,826.037
LATVIA,BALANCE,NATGASCM,GDINCTRO,4Q2023,273.967
LATVIA,BALANCE,NATGASCM,GDINCTRO,DEC2022,151.658
LATVIA,BALANCE,NATGASCM,GDINCTRO,DEC2023,115.664
LATVIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,826.037
LATVIA,BALANCE,NATGASCM,GDINCTRO,YTD2023,785.893
LATVIA,BALANCE,NATGASCM,STCHANAT,2021,-479.888
LATVIA,BALANCE,NATGASCM,STCHANAT,2022,-109.638
LATVIA,BALANCE,NATGASCM,STCHANAT,4Q2023,-270.107
LATVIA,BALANCE,NATGASCM,STCHANAT,DEC2022,-242.952
LATVIA,BALANCE,NATGASCM,STCHANAT,DEC2023,-213.51
LATVIA,BALANCE,NATGASCM,STCHANAT,YTD2022,-109.638
LATVIA,BALANCE,NATGASCM,STCHANAT,YTD2023,575.838
LATVIA,BALANCE,NATGASCM,TOTENTSB,2021,2013.083
LATVIA,BALANCE,NATGASCM,TOTENTSB,2022,1915.93
LATVIA,BALANCE,NATGASCM,TOTENTSB,4Q2023,203.69
LATVIA,BALANCE,NATGASCM,TOTENTSB,DEC2022,47.163
LATVIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,1915.93
LATVIA,BALANCE,NATGASCM,TOTENTSB,YTD2023,1988.097
LATVIA,BALANCE,NATGASCM,TOTEXTSB,2021,1288.093
LATVIA,BALANCE,NATGASCM,TOTEXTSB,2022,1183.561
LATVIA,BALANCE,NATGASCM,TOTEXTSB,4Q2023,197.881
LATVIA,BALANCE,NATGASCM,TOTEXTSB,DEC2022,132.456
LATVIA,BALANCE,NATGASCM,TOTEXTSB,DEC2023,97.597
LATVIA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,1183.561
LATVIA,BALANCE,NATGASCM,TOTEXTSB,YTD2023,624.794
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,2021,2316.5
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,2022,1649.3
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,4Q2023,537.9
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,DEC2022,214.0
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,DEC2023,204.8
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,1649.3
LITHUANIA,BALANCE,NATGASCM,GDINCTRO,YTD2023,1583.7
LITHUANIA,BALANCE,NATGASCM,STCHANAT,2021,19.2
LITHUANIA,BALANCE,NATGASCM,STCHANAT,2022,18.2
LITHUANIA,BALANCE,NATGASCM,STCHANAT,4Q2023,-73.9
LITHUANIA,BALANCE,NATGASCM,STCHANAT,DEC2022,14.3
LITHUANIA,BALANCE,NATGASCM,STCHANAT,DEC2023,-108.2
LITHUANIA,BALANCE,NATGASCM,STCHANAT,YTD2022,18.2
LITHUANIA,BALANCE,NATGASCM,STCHANAT,YTD2023,-62.9
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,2021,5002.1
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,2022,5761.4
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,4Q2023,1492.6
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,DEC2022,592.0
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,DEC2023,363.4
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,5761.4
LITHUANIA,BALANCE,NATGASCM,TOTENTSB,YTD2023,5523.1
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,2021,2666.4
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,2022,4093.9
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,4Q2023,1028.6
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,DEC2022,363.7
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,DEC2023,266.8
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,4093.9
LITHUANIA,BALANCE,NATGASCM,TOTEXTSB,YTD2023,4002.3
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,2021,761.568
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,2022,593.28
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,4Q2023,173.355
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,DEC2022,69.671
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,DEC2023,69.334
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,YTD2022,593.28
LUXEMBOU,BALANCE,NATGASCM,GDINCTRO,YTD2023,555.741
LUXEMBOU,BALANCE,NATGASCM,INDPROD,2021,4.819
LUXEMBOU,BALANCE,NATGASCM,INDPROD,2022,4.343
LUXEMBOU,BALANCE,NATGASCM,INDPROD,4Q2023,1.041
LUXEMBOU,BALANCE,NATGASCM,INDPROD,DEC2022,0.367
LUXEMBOU,BALANCE,NATGASCM,INDPROD,DEC2023,0.343
LUXEMBOU,BALANCE,NATGASCM,INDPROD,YTD2022,4.343
LUXEMBOU,BALANCE,NATGASCM,INDPROD,YTD2023,4.294
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,2021,756.75
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,2022,588.936
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,4Q2023,172.314
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,DEC2022,69.304
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,DEC2023,68.991
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,YTD2022,588.936
LUXEMBOU,BALANCE,NATGASCM,TOTENTSB,YTD2023,551.447
MEXICO,BALANCE,NATGASCM,GDINCTRO,2021,46264.0
MEXICO,BALANCE,NATGASCM,GDINCTRO,2022,44209.0
MEXICO,BALANCE,NATGASCM,GDINCTRO,4Q2023,11867.0
MEXICO,BALANCE,NATGASCM,GDINCTRO,DEC2022,3369.0
MEXICO,BALANCE,NATGASCM,GDINCTRO,DEC2023,3955.0
MEXICO,BALANCE,NATGASCM,GDINCTRO,YTD2022,44209.0
MEXICO,BALANCE,NATGASCM,GDINCTRO,YTD2023,46282.0
MEXICO,BALANCE,NATGASCM,INDPROD,2021,36928.0
MEXICO,BALANCE,NATGASCM,INDPROD,2022,38721.0
MEXICO,BALANCE,NATGASCM,INDPROD,4Q2023,10302.0
MEXICO,BALANCE,NATGASCM,INDPROD,DEC2022,3120.0
MEXICO,BALANCE,NATGASCM,INDPROD,DEC2023,3406.0
MEXICO,BALANCE,NATGASCM,INDPROD,YTD2022,38721.0
MEXICO,BALANCE,NATGASCM,INDPROD,YTD2023,41503.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,2021,9348.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,2022,5500.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,4Q2023,1568.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,DEC2022,250.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,DEC2023,550.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,YTD2022,5500.0
MEXICO,BALANCE,NATGASCM,TOTENTSB,YTD2023,4790.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,2021,12.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,2022,12.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,4Q2023,3.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,DEC2022,1.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,DEC2023,1.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,YTD2022,12.0
MEXICO,BALANCE,NATGASCM,TOTEXTSB,YTD2023,11.0
NETHLAND,BALANCE,NATGASCM,GDINCTRO,2021,42278.984
NETHLAND,BALANCE,NATGASCM,GDINCTRO,2022,32990.864
NETHLAND,BALANCE,NATGASCM,GDINCTRO,4Q2023,8892.78
NETHLAND,BALANCE,NATGASCM,GDINCTRO,DEC2022,4014.752
NETHLAND,BALANCE,NATGASCM,GDINCTRO,DEC2023,3578.1
NETHLAND,BALANCE,NATGASCM,GDINCTRO,YTD2022,32990.864
NETHLAND,BALANCE,NATGASCM,GDINCTRO,YTD2023,31380.803
NETHLAND,BALANCE,NATGASCM,INDPROD,2021,21962.238
NETHLAND,BALANCE,NATGASCM,INDPROD,2022,18682.332
NETHLAND,BALANCE,NATGASCM,INDPROD,4Q2023,2660.125
NETHLAND,BALANCE,NATGASCM,INDPROD,DEC2022,1583.324
NETHLAND,BALANCE,NATGASCM,INDPROD,DEC2023,878.899
NETHLAND,BALANCE,NATGASCM,INDPROD,YTD2022,18682.332
NETHLAND,BALANCE,NATGASCM,INDPROD,YTD2023,12092.801
NETHLAND,BALANCE,NATGASCM,STCHANAT,2021,-6335.147
NETHLAND,BALANCE,NATGASCM,STCHANAT,2022,6385.416
NETHLAND,BALANCE,NATGASCM,STCHANAT,4Q2023,-2003.674
NETHLAND,BALANCE,NATGASCM,STCHANAT,DEC2022,-1785.804
NETHLAND,BALANCE,NATGASCM,STCHANAT,DEC2023,-1906.771
NETHLAND,BALANCE,NATGASCM,STCHANAT,YTD2022,6385.416
NETHLAND,BALANCE,NATGASCM,STCHANAT,YTD2023,971.553
NETHLAND,BALANCE,NATGASCM,TOTENTSB,2021,57424.923
NETHLAND,BALANCE,NATGASCM,TOTENTSB,2022,61933.86
NETHLAND,BALANCE,NATGASCM,TOTENTSB,4Q2023,13536.908
NETHLAND,BALANCE,NATGASCM,TOTENTSB,DEC2022,5009.985
NETHLAND,BALANCE,NATGASCM,TOTENTSB,DEC2023,4259.878
NETHLAND,BALANCE,NATGASCM,TOTENTSB,YTD2022,61933.86
NETHLAND,BALANCE,NATGASCM,TOTENTSB,YTD2023,58909.298
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,2021,43278.055
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,2022,41126.258
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,4Q2023,9213.866
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,DEC2022,4356.168
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,DEC2023,3424.386
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2022,41126.258
NETHLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2023,38351.455
NORWAY,BALANCE,NATGASCM,GDINCTRO,2021,4551.663
NORWAY,BALANCE,NATGASCM,GDINCTRO,2022,4386.727
NORWAY,BALANCE,NATGASCM,GDINCTRO,4Q2023,1024.954
NORWAY,BALANCE,NATGASCM,GDINCTRO,DEC2022,358.983
NORWAY,BALANCE,NATGASCM,GDINCTRO,DEC2023,357.184
NORWAY,BALANCE,NATGASCM,GDINCTRO,YTD2022,4386.727
NORWAY,BALANCE,NATGASCM,GDINCTRO,YTD2023,4073.486
NORWAY,BALANCE,NATGASCM,INDPROD,2021,118299.735
NORWAY,BALANCE,NATGASCM,INDPROD,2022,126962.647
NORWAY,BALANCE,NATGASCM,INDPROD,4Q2023,33859.47
NORWAY,BALANCE,NATGASCM,INDPROD,DEC2022,11468.34
NORWAY,BALANCE,NATGASCM,INDPROD,DEC2023,12166.439
NORWAY,BALANCE,NATGASCM,INDPROD,YTD2022,126962.647
NORWAY,BALANCE,NATGASCM,INDPROD,YTD2023,120174.309
NORWAY,BALANCE,NATGASCM,STCHANAT,2021,73.032
NORWAY,BALANCE,NATGASCM,STCHANAT,2022,-4.87
NORWAY,BALANCE,NATGASCM,STCHANAT,4Q2023,13.527
NORWAY,BALANCE,NATGASCM,STCHANAT,DEC2022,25.545
NORWAY,BALANCE,NATGASCM,STCHANAT,DEC2023,-8.17
NORWAY,BALANCE,NATGASCM,STCHANAT,YTD2022,-4.87
NORWAY,BALANCE,NATGASCM,STCHANAT,YTD2023,-4.806
NORWAY,BALANCE,NATGASCM,TOTENTSB,2021,37.048
NORWAY,BALANCE,NATGASCM,TOTENTSB,2022,67.804
NORWAY,BALANCE,NATGASCM,TOTENTSB,4Q2023,32.104
NORWAY,BALANCE,NATGASCM,TOTENTSB,DEC2022,6.647
NORWAY,BALANCE,NATGASCM,TOTENTSB,DEC2023,12.773
NORWAY,BALANCE,NATGASCM,TOTENTSB,YTD2022,67.804
NORWAY,BALANCE,NATGASCM,TOTENTSB,YTD2023,102.59
NORWAY,BALANCE,NATGASCM,TOTEXTSB,2021,111456.507
NORWAY,BALANCE,NATGASCM,TOTEXTSB,2022,119063.31
NORWAY,BALANCE,NATGASCM,TOTEXTSB,4Q2023,32642.008
NORWAY,BALANCE,NATGASCM,TOTEXTSB,DEC2022,10961.086
NORWAY,BALANCE,NATGASCM,TOTEXTSB,DEC2023,11773.919
NORWAY,BALANCE,NATGASCM,TOTEXTSB,YTD2022,119063.31
NORWAY,BALANCE,NATGASCM,TOTEXTSB,YTD2023,114930.002
NZ,BALANCE,NATGASCM,GDINCTRO,2021,3814.0
NZ,BALANCE,NATGASCM,GDINCTRO,2022,3706.0
NZ,BALANCE,NATGASCM,GDINCTRO,4Q2023,912.0
NZ,BALANCE,NATGASCM,GDINCTRO,DEC2022,269.0
NZ,BALANCE,NATGASCM,GDINCTRO,DEC2023,317.0
NZ,BALANCE,NATGASCM,GDINCTRO,YTD2022,3706.0
NZ,BALANCE,NATGASCM,GDINCTRO,YTD2023,3812.0
NZ,BALANCE,NATGASCM,INDPROD,2021,3916.0
NZ,BALANCE,NATGASCM,INDPROD,2022,3736.0
NZ,BALANCE,NATGASCM,INDPROD,4Q2023,893.0
NZ,BALANCE,NATGASCM,INDPROD,DEC2022,280.0
NZ,BALANCE,NATGASCM,INDPROD,DEC2023,312.0
NZ,BALANCE,NATGASCM,INDPROD,YTD2022,3736.0
NZ,BALANCE,NATGASCM,INDPROD,YTD2023,3795.0
NZ,BALANCE,NATGASCM,STCHANAT,2021,102.0
NZ,BALANCE,NATGASCM,STCHANAT,2022,22.0
NZ,BALANCE,NATGASCM,STCHANAT,4Q2023,-19.0
NZ,BALANCE,NATGASCM,STCHANAT,DEC2022,11.0
NZ,BALANCE,NATGASCM,STCHANAT,DEC2023,-5.0
NZ,BALANCE,NATGASCM,STCHANAT,YTD2022,22.0
NZ,BALANCE,NATGASCM,STCHANAT,YTD2023,-17.0
OECDAM,BALANCE,NATGASCM,GDINCTRO,2021,1058460.917
OECDAM,BALANCE,NATGASCM,GDINCTRO,2022,1110524.919
OECDAM,BALANCE,NATGASCM,GDINCTRO,4Q2023,291953.613
OECDAM,BALANCE,NATGASCM,GDINCTRO,DEC2022,115452.086
OECDAM,BALANCE,NATGASCM,GDINCTRO,DEC2023,108709.498
OECDAM,BALANCE,NATGASCM,GDINCTRO,YTD2022,1110524.919
OECDAM,BALANCE,NATGASCM,GDINCTRO,YTD2023,1117254.091
OECDAM,BALANCE,NATGASCM,INDPROD,2021,1208181.203
OECDAM,BALANCE,NATGASCM,INDPROD,2022,1274923.346
OECDAM,BALANCE,NATGASCM,INDPROD,4Q2023,339825.821
